product_id;product_name;category;series;capacity_m3h;head_m;power_kw;material;application_industry;price_idr;stock;rating;warranty_months
WL-0383;Wilo-CO-Helix V 600/100-90;Booster System;CO-Helix V;600;100;90;Duplex Steel;Oil & Gas;882100000;13;4,4;18
WL-0384;Wilo-CO-Helix V 600/135-90;Booster System;CO-Helix V;600;135;90;Duplex Steel;Power Plant;811500000;8;4;18
WL-0385;Wilo-CO-Helix V 600/85-90;Booster System;CO-Helix V;600;85;90;Stainless Steel 304;Oil & Gas;622100000;17;3,6;6
WL-0386;Wilo-CO-Helix V 185/140-30;Booster System;CO-Helix V;185;140;30;Duplex Steel;Oil & Gas;338300000;29;4,8;18
WL-0387;Wilo-CO-Helix V 535/205-75;Booster System;CO-Helix V;535;205;75;Stainless Steel 316L;Oil & Gas;636700000;8;4,6;6
WL-0388;Wilo-CO-Helix V 600/185-90;Booster System;CO-Helix V;600;185;90;Stainless Steel 304;Power Plant;681500000;7;4,5;12
WL-0389;Wilo-CO-Helix V 600/145-90;Booster System;CO-Helix V;600;145;90;Duplex Steel;Oil & Gas;854800000;25;3,7;6
WL-0390;Wilo-CO-Helix V 600/145-90;Booster System;CO-Helix V;600;145;90;Stainless Steel 304;Power Plant;584900000;15;4,8;24
WL-0391;Wilo-CO-Helix V 370/85-55;Booster System;CO-Helix V;370;85;55;Duplex Steel;Power Plant;499200000;28;4,6;18
WL-0392;Wilo-CO-Helix V 600/90-90;Booster System;CO-Helix V;600;90;90;Stainless Steel 304;Power Plant;561200000;3;4,7;24
WL-0393;Wilo-CO-Helix V 230/50-37;Booster System;CO-Helix V;230;50;37;Stainless Steel 316L;Power Plant;292600000;26;4,9;18
WL-0394;Wilo-CO-Helix V 600/70-90;Booster System;CO-Helix V;600;70;90;Duplex Steel;Oil & Gas;772200000;12;3,9;6
WL-0395;Wilo-CO-Helix V 600/100-90;Booster System;CO-Helix V;600;100;90;Stainless Steel 316L;Power Plant;670000000;15;4,3;6
WL-0396;Wilo-CO-Helix V 370/75-45;Booster System;CO-Helix V;370;75;45;Stainless Steel 304;Power Plant;360600000;27;4,2;18
WL-0397;Wilo-CO-Helix V 600/75-90;Booster System;CO-Helix V;600;75;90;Stainless Steel 304;Oil & Gas;669400000;20;4,4;24
WL-0398;Wilo-CO-Helix V 260/15-45;Booster System;CO-Helix V;260;15;45;Stainless Steel 316L;Oil & Gas;322200000;15;3,6;12
WL-0399;Wilo-CO-Helix V 600/230-90;Booster System;CO-Helix V;600;230;90;Stainless Steel 316L;Power Plant;766700000;17;4,5;12
WL-0400;Wilo-CO-Helix V 380/45-55;Booster System;CO-Helix V;380;45;55;Stainless Steel 304;Power Plant;411700000;4;4;18
WL-0401;Wilo-CO-Helix V 180/140-22;Booster System;CO-Helix V;180;140;22;Duplex Steel;Oil & Gas;259100000;17;4,4;12
WL-0402;Wilo-CO-Helix V 600/240-90;Booster System;CO-Helix V;600;240;90;Stainless Steel 304;Oil & Gas;657900000;23;4,6;24
WL-0403;Wilo-CO-Helix V 335/125-45;Booster System;CO-Helix V;335;125;45;Stainless Steel 316L;Oil & Gas;400800000;12;4,3;18
WL-0404;Wilo-CO-Helix V 265/110-45;Booster System;CO-Helix V;265;110;45;Stainless Steel 316L;Power Plant;402200000;14;4,9;18
WL-0405;Wilo-CO-Helix V 600/75-90;Booster System;CO-Helix V;600;75;90;Duplex Steel;Oil & Gas;816100000;26;4,2;18
WL-0406;Wilo-CO-Helix V 600/25-90;Booster System;CO-Helix V;600;25;90;Stainless Steel 304;Power Plant;642100000;4;4,4;24
WL-0407;Wilo-SiBoost Smart Helix EXCEL 215/175-30;Booster System;SiBoost Smart Helix EXCEL;215;175;30;Stainless Steel 316L;Power Plant;306600000;24;4,1;12
WL-0408;Wilo-SiBoost Smart Helix EXCEL 600/15-110;Booster System;SiBoost Smart Helix EXCEL;600;15;110;Stainless Steel 316L;Oil & Gas;888400000;19;4,2;12
WL-0409;Wilo-SiBoost Smart Helix EXCEL 600/115-90;Booster System;SiBoost Smart Helix EXCEL;600;115;90;Stainless Steel 316L;Power Plant;754500000;21;4,5;24
WL-0410;Wilo-SiBoost Smart Helix EXCEL 600/85-90;Booster System;SiBoost Smart Helix EXCEL;600;85;90;Stainless Steel 304;Oil & Gas;613900000;10;4,7;24
WL-0411;Wilo-SiBoost Smart Helix EXCEL 600/110-90;Booster System;SiBoost Smart Helix EXCEL;600;110;90;Duplex Steel;Power Plant;898400000;27;4,2;12
WL-0412;Wilo-SiBoost Smart Helix EXCEL 600/165-90;Booster System;SiBoost Smart Helix EXCEL;600;165;90;Duplex Steel;Oil & Gas;858900000;21;4;24
WL-0413;Wilo-SiBoost Smart Helix EXCEL 545/150-90;Booster System;SiBoost Smart Helix EXCEL;545;150;90;Duplex Steel;Power Plant;821800000;1;4,5;18
WL-0414;Wilo-SiBoost Smart Helix EXCEL 600/140-90;Booster System;SiBoost Smart Helix EXCEL;600;140;90;Stainless Steel 316L;Oil & Gas;791000000;7;4,1;18
WL-0415;Wilo-SiBoost Smart Helix EXCEL 600/140-90;Booster System;SiBoost Smart Helix EXCEL;600;140;90;Stainless Steel 316L;Oil & Gas;688900000;8;4,7;12
WL-0416;Wilo-SiBoost Smart Helix EXCEL 465/95-55;Booster System;SiBoost Smart Helix EXCEL;465;95;55;Stainless Steel 304;Oil & Gas;376800000;10;3,7;6
WL-0417;Wilo-SiBoost Smart Helix EXCEL 475/80-55;Booster System;SiBoost Smart Helix EXCEL;475;80;55;Duplex Steel;Oil & Gas;527900000;22;4,4;18
WL-0418;Wilo-SiBoost Smart Helix EXCEL 600/100-90;Booster System;SiBoost Smart Helix EXCEL;600;100;90;Duplex Steel;Oil & Gas;788900000;20;4,3;24
WL-0419;Wilo-SiBoost Smart Helix EXCEL 245/50-30;Booster System;SiBoost Smart Helix EXCEL;245;50;30;Stainless Steel 304;Oil & Gas;235600000;6;4;12
WL-0420;Wilo-SiBoost Smart Helix EXCEL 600/140-90;Booster System;SiBoost Smart Helix EXCEL;600;140;90;Duplex Steel;Power Plant;871600000;2;4,5;24
WL-0421;Wilo-SiBoost Smart Helix EXCEL 600/25-90;Booster System;SiBoost Smart Helix EXCEL;600;25;90;Stainless Steel 316L;Oil & Gas;697900000;15;4,4;18
WL-0422;Wilo-SiBoost Smart Helix EXCEL 450/120-75;Booster System;SiBoost Smart Helix EXCEL;450;120;75;Duplex Steel;Power Plant;703600000;8;4,7;12
WL-0423;Wilo-SiBoost Smart Helix EXCEL 600/170-90;Booster System;SiBoost Smart Helix EXCEL;600;170;90;Stainless Steel 316L;Power Plant;719900000;29;4,1;12
WL-0424;Wilo-SiBoost Smart Helix EXCEL 600/130-90;Booster System;SiBoost Smart Helix EXCEL;600;130;90;Stainless Steel 316L;Power Plant;750800000;15;4,8;18
WL-0425;Wilo-SiBoost Smart Helix EXCEL 600/65-90;Booster System;SiBoost Smart Helix EXCEL;600;65;90;Stainless Steel 316L;Power Plant;698100000;6;3,7;12
WL-0426;Wilo-SiBoost Smart Helix EXCEL 600/40-90;Booster System;SiBoost Smart Helix EXCEL;600;40;90;Duplex Steel;Oil & Gas;805200000;28;4,3;18
WL-0427;Wilo-SiBoost Smart Helix EXCEL 600/105-90;Booster System;SiBoost Smart Helix EXCEL;600;105;90;Stainless Steel 304;Power Plant;594600000;28;4;18
WL-0428;Wilo-SiBoost Smart Helix EXCEL 600/50-90;Booster System;SiBoost Smart Helix EXCEL;600;50;90;Duplex Steel;Oil & Gas;814700000;23;4,1;6
WL-0429;Wilo-SiBoost Smart Helix EXCEL 600/110-90;Booster System;SiBoost Smart Helix EXCEL;600;110;90;Stainless Steel 316L;Oil & Gas;724000000;25;4,3;12
WL-0430;Wilo-SiBoost Smart Helix EXCEL 600/215-90;Booster System;SiBoost Smart Helix EXCEL;600;215;90;Stainless Steel 316L;Power Plant;803100000;29;3,8;12
WL-0431;Wilo-SiBoost Smart Helix EXCEL 600/170-90;Booster System;SiBoost Smart Helix EXCEL;600;170;90;Stainless Steel 316L;Oil & Gas;728400000;30;4,4;12
WL-0432;Wilo-SiBoost Smart Helix EXCEL 600/80-90;Booster System;SiBoost Smart Helix EXCEL;600;80;90;Stainless Steel 316L;Power Plant;713200000;30;4,3;6
WL-0433;Wilo-Economy CO 600/135-90;Booster System;Economy CO;600;135;90;Stainless Steel 316L;Oil & Gas;705600000;13;3,5;18
WL-0434;Wilo-Economy CO 290/15-45;Booster System;Economy CO;290;15;45;Stainless Steel 304;Power Plant;317800000;3;4,2;18
WL-0435;Wilo-Economy CO 600/30-90;Booster System;Economy CO;600;30;90;Stainless Steel 304;Oil & Gas;565700000;11;4,3;6
WL-0436;Wilo-Economy CO 600/195-90;Booster System;Economy CO;600;195;90;Duplex Steel;Power Plant;920900000;26;4,2;12
WL-0437;Wilo-Economy CO 445/165-55;Booster System;Economy CO;445;165;55;Stainless Steel 304;Oil & Gas;441300000;10;4,9;24
WL-0438;Wilo-Economy CO 600/90-90;Booster System;Economy CO;600;90;90;Duplex Steel;Oil & Gas;783400000;25;3,8;24
WL-0439;Wilo-Economy CO 600/35-90;Booster System;Economy CO;600;35;90;Stainless Steel 316L;Oil & Gas;651100000;29;4,1;6
WL-0440;Wilo-Economy CO 265/30-37;Booster System;Economy CO;265;30;37;Stainless Steel 304;Power Plant;251000000;7;3,5;12
WL-0441;Wilo-Economy CO 600/145-90;Booster System;Economy CO;600;145;90;Duplex Steel;Power Plant;958700000;4;4,2;18
WL-0442;Wilo-Economy CO 600/110-90;Booster System;Economy CO;600;110;90;Stainless Steel 304;Power Plant;652300000;4;4;6
WL-0443;Wilo-Economy CO 600/100-90;Booster System;Economy CO;600;100;90;Stainless Steel 304;Power Plant;569300000;21;4,5;24
WL-0444;Wilo-Economy CO 600/55-75;Booster System;Economy CO;600;55;75;Stainless Steel 304;Oil & Gas;521700000;27;4,4;24
WL-0445;Wilo-Economy CO 600/100-90;Booster System;Economy CO;600;100;90;Duplex Steel;Oil & Gas;911000000;21;4,4;12
WL-0446;Wilo-Economy CO 145/40-18,5;Booster System;Economy CO;145;40;18,5;Duplex Steel;Oil & Gas;181900000;10;4,2;24
WL-0447;Wilo-Economy CO 600/15-90;Booster System;Economy CO;600;15;90;Stainless Steel 304;Power Plant;543500000;8;4,9;24
WL-0448;Wilo-Economy CO 600/100-90;Booster System;Economy CO;600;100;90;Stainless Steel 304;Oil & Gas;582300000;17;4,1;18
WL-0449;Wilo-Economy CO 600/80-90;Booster System;Economy CO;600;80;90;Stainless Steel 304;Oil & Gas;621000000;13;4,5;24
WL-0450;Wilo-Economy CO 600/75-90;Booster System;Economy CO;600;75;90;Stainless Steel 304;Power Plant;631600000;12;4,9;18
WL-0451;Wilo-Economy CO 470/20-75;Booster System;Economy CO;470;20;75;Duplex Steel;Oil & Gas;682000000;12;4,5;6
WL-0452;Wilo-Economy CO 600/135-90;Booster System;Economy CO;600;135;90;Stainless Steel 316L;Oil & Gas;817800000;24;4,2;6
WL-0453;Wilo-Economy CO 245/110-45;Booster System;Economy CO;245;110;45;Duplex Steel;Power Plant;392600000;5;4,3;6
WL-0454;Wilo-Economy CO 600/60-110;Booster System;Economy CO;600;60;110;Stainless Steel 316L;Power Plant;829200000;27;3,6;12
WL-0455;Wilo-Economy CO 285/80-37;Booster System;Economy CO;285;80;37;Duplex Steel;Power Plant;418000000;23;4,5;24
WL-0456;Wilo-Economy CO 600/115-90;Booster System;Economy CO;600;115;90;Duplex Steel;Oil & Gas;883800000;26;3,7;12
WL-0457;Wilo-Economy CO 600/60-90;Booster System;Economy CO;600;60;90;Stainless Steel 304;Power Plant;638000000;2;4,3;18
WL-0458;Wilo-Economy CO 600/25-90;Booster System;Economy CO;600;25;90;Stainless Steel 304;Oil & Gas;615400000;26;4,6;12
WL-0459;Wilo-Rexa FIT 415/125-75;Sewage Pump;Rexa FIT;415;125;75;Cast Iron;Wastewater Treatment;239800000;30;4,4;18
WL-0460;Wilo-Rexa FIT 600/85-90;Sewage Pump;Rexa FIT;600;85;90;Duplex Steel;Wastewater Treatment;417200000;27;3,9;24
WL-0461;Wilo-Rexa FIT 600/70-90;Sewage Pump;Rexa FIT;600;70;90;Stainless Steel 304;Mining;360800000;25;4,4;12
WL-0462;Wilo-Rexa FIT 600/70-90;Sewage Pump;Rexa FIT;600;70;90;Stainless Steel 304;Wastewater Treatment;350600000;28;4,4;6
WL-0463;Wilo-Rexa FIT 600/85-90;Sewage Pump;Rexa FIT;600;85;90;Duplex Steel;Wastewater Treatment;432300000;9;4,8;6
WL-0464;Wilo-Rexa FIT 600/105-90;Sewage Pump;Rexa FIT;600;105;90;Stainless Steel 304;Wastewater Treatment;360400000;29;4,5;24
WL-0465;Wilo-Rexa FIT 520/145-75;Sewage Pump;Rexa FIT;520;145;75;Duplex Steel;Wastewater Treatment;396800000;29;4,6;24
WL-0466;Wilo-Rexa FIT 510/60-75;Sewage Pump;Rexa FIT;510;60;75;Stainless Steel 304;Mining;278700000;16;4,3;24
WL-0467;Wilo-Rexa FIT 600/140-90;Sewage Pump;Rexa FIT;600;140;90;Stainless Steel 304;Wastewater Treatment;371100000;26;4,5;6
WL-0468;Wilo-Rexa FIT 600/255-90;Sewage Pump;Rexa FIT;600;255;90;Duplex Steel;Wastewater Treatment;456700000;3;4,6;24
WL-0469;Wilo-Rexa FIT 600/155-90;Sewage Pump;Rexa FIT;600;155;90;Duplex Steel;Mining;453400000;18;4,8;18
WL-0470;Wilo-Rexa FIT 600/20-90;Sewage Pump;Rexa FIT;600;20;90;Stainless Steel 304;Mining;384500000;3;3,9;18
WL-0471;Wilo-Rexa FIT 110/110-18,5;Sewage Pump;Rexa FIT;110;110;18,5;Duplex Steel;Wastewater Treatment;100200000;10;4,4;24
WL-0472;Wilo-Rexa FIT 600/140-90;Sewage Pump;Rexa FIT;600;140;90;Duplex Steel;Wastewater Treatment;485000000;6;4,4;24
WL-0473;Wilo-Rexa FIT 215/115-30;Sewage Pump;Rexa FIT;215;115;30;Stainless Steel 304;Wastewater Treatment;127200000;2;4,3;18
WL-0474;Wilo-Rexa FIT 600/15-90;Sewage Pump;Rexa FIT;600;15;90;Duplex Steel;Wastewater Treatment;413100000;9;3,9;6
WL-0475;Wilo-Rexa FIT 600/30-90;Sewage Pump;Rexa FIT;600;30;90;Cast Iron;Wastewater Treatment;283900000;12;4,5;12
WL-0476;Wilo-Rexa FIT 380/25-55;Sewage Pump;Rexa FIT;380;25;55;Cast Iron;Mining;167400000;28;4,5;24
WL-0477;Wilo-Rexa FIT 600/80-90;Sewage Pump;Rexa FIT;600;80;90;Cast Iron;Mining;299300000;3;4,8;12
WL-0478;Wilo-Rexa FIT 555/110-90;Sewage Pump;Rexa FIT;555;110;90;Duplex Steel;Wastewater Treatment;407700000;12;4,4;24
WL-0479;Wilo-Rexa FIT 600/180-90;Sewage Pump;Rexa FIT;600;180;90;Duplex Steel;Mining;439200000;20;3,8;12
WL-0480;Wilo-Rexa FIT 600/145-90;Sewage Pump;Rexa FIT;600;145;90;Duplex Steel;Wastewater Treatment;452700000;12;4;18
WL-0481;Wilo-Rexa FIT 600/85-90;Sewage Pump;Rexa FIT;600;85;90;Stainless Steel 304;Mining;383900000;19;4,6;12
WL-0482;Wilo-EMU Sewage 600/95-90;Sewage Pump;EMU Sewage;600;95;90;Duplex Steel;Wastewater Treatment;475600000;13;4,6;18
WL-0483;Wilo-EMU Sewage 600/60-90;Sewage Pump;EMU Sewage;600;60;90;Duplex Steel;Wastewater Treatment;423200000;8;3,9;6
WL-0484;Wilo-EMU Sewage 600/155-90;Sewage Pump;EMU Sewage;600;155;90;Cast Iron;Mining;302200000;16;4,3;24
WL-0485;Wilo-EMU Sewage 375/75-55;Sewage Pump;EMU Sewage;375;75;55;Duplex Steel;Mining;269200000;9;4,6;18
WL-0486;Wilo-EMU Sewage 600/125-90;Sewage Pump;EMU Sewage;600;125;90;Duplex Steel;Wastewater Treatment;477000000;7;3,9;18
WL-0487;Wilo-EMU Sewage 600/100-90;Sewage Pump;EMU Sewage;600;100;90;Duplex Steel;Wastewater Treatment;463700000;7;4,1;6
WL-0488;Wilo-EMU Sewage 600/115-90;Sewage Pump;EMU Sewage;600;115;90;Cast Iron;Mining;291700000;15;4,8;12
WL-0489;Wilo-EMU Sewage 600/45-90;Sewage Pump;EMU Sewage;600;45;90;Duplex Steel;Wastewater Treatment;450100000;3;4,2;18
WL-0490;Wilo-EMU Sewage 535/145-90;Sewage Pump;EMU Sewage;535;145;90;Duplex Steel;Wastewater Treatment;467700000;23;5;6
WL-0491;Wilo-EMU Sewage 600/105-75;Sewage Pump;EMU Sewage;600;105;75;Duplex Steel;Wastewater Treatment;379300000;29;4,4;18
WL-0492;Wilo-EMU Sewage 600/15-90;Sewage Pump;EMU Sewage;600;15;90;Cast Iron;Mining;281200000;26;4;18
WL-0493;Wilo-EMU Sewage 585/15-75;Sewage Pump;EMU Sewage;585;15;75;Duplex Steel;Mining;342900000;4;4,7;12
WL-0494;Wilo-EMU Sewage 600/90-90;Sewage Pump;EMU Sewage;600;90;90;Cast Iron;Mining;302900000;26;4,7;24
WL-0495;Wilo-EMU Sewage 600/20-90;Sewage Pump;EMU Sewage;600;20;90;Cast Iron;Wastewater Treatment;274400000;18;4,4;18
WL-0496;Wilo-EMU Sewage 595/15-90;Sewage Pump;EMU Sewage;595;15;90;Stainless Steel 304;Mining;391100000;20;4,3;6
WL-0497;Wilo-EMU Sewage 600/40-90;Sewage Pump;EMU Sewage;600;40;90;Cast Iron;Wastewater Treatment;285000000;13;4,7;24
WL-0498;Wilo-EMU Sewage 370/15-55;Sewage Pump;EMU Sewage;370;15;55;Duplex Steel;Wastewater Treatment;263500000;25;4,1;24
WL-0499;Wilo-EMU Sewage 430/35-75;Sewage Pump;EMU Sewage;430;35;75;Duplex Steel;Mining;354900000;5;4,3;18
WL-0500;Wilo-EMU Sewage 600/110-90;Sewage Pump;EMU Sewage;600;110;90;Duplex Steel;Mining;457000000;15;4;24
WL-0501;Wilo-EMU Sewage 315/145-55;Sewage Pump;EMU Sewage;315;145;55;Duplex Steel;Wastewater Treatment;286400000;5;3,9;12
WL-0502;Wilo-EMU Sewage 255/155-45;Sewage Pump;EMU Sewage;255;155;45;Cast Iron;Wastewater Treatment;165000000;17;3,8;6
WL-0503;Wilo-EMU Sewage 600/120-90;Sewage Pump;EMU Sewage;600;120;90;Cast Iron;Mining;310500000;10;3,8;12
WL-0504;Wilo-EMU Sewage 450/200-75;Sewage Pump;EMU Sewage;450;200;75;Cast Iron;Wastewater Treatment;240600000;30;4,2;12
WL-0505;Wilo-Drain TMC 600/95-90;Sewage Pump;Drain TMC;600;95;90;Stainless Steel 304;Wastewater Treatment;346500000;28;4,2;6
WL-0506;Wilo-Drain TMC 450/90-75;Sewage Pump;Drain TMC;450;90;75;Stainless Steel 304;Mining;296900000;21;4,4;18
WL-0507;Wilo-Drain TMC 600/15-90;Sewage Pump;Drain TMC;600;15;90;Cast Iron;Wastewater Treatment;294500000;20;4,8;6
WL-0508;Wilo-Drain TMC 600/40-90;Sewage Pump;Drain TMC;600;40;90;Duplex Steel;Mining;392000000;19;4,5;12
WL-0509;Wilo-Drain TMC 480/55-75;Sewage Pump;Drain TMC;480;55;75;Cast Iron;Wastewater Treatment;219800000;27;4;6
WL-0510;Wilo-Drain TMC 600/80-90;Sewage Pump;Drain TMC;600;80;90;Cast Iron;Mining;269300000;2;4,6;18
WL-0511;Wilo-Drain TMC 600/125-90;Sewage Pump;Drain TMC;600;125;90;Duplex Steel;Mining;421700000;25;4,6;24
WL-0512;Wilo-Drain TMC 600/140-90;Sewage Pump;Drain TMC;600;140;90;Duplex Steel;Mining;412100000;16;4,9;18
WL-0513;Wilo-Drain TMC 600/85-90;Sewage Pump;Drain TMC;600;85;90;Duplex Steel;Wastewater Treatment;421400000;16;5;12
WL-0514;Wilo-Drain TMC 600/80-90;Sewage Pump;Drain TMC;600;80;90;Duplex Steel;Wastewater Treatment;436900000;10;4,5;24
WL-0515;Wilo-Drain TMC 305/140-45;Sewage Pump;Drain TMC;305;140;45;Cast Iron;Mining;157100000;6;4,9;24
WL-0516;Wilo-Drain TMC 600/110-90;Sewage Pump;Drain TMC;600;110;90;Stainless Steel 304;Wastewater Treatment;336100000;15;3,7;12
WL-0517;Wilo-Drain TMC 600/15-90;Sewage Pump;Drain TMC;600;15;90;Stainless Steel 304;Mining;388900000;11;4,1;18
WL-0518;Wilo-Drain TMC 600/75-90;Sewage Pump;Drain TMC;600;75;90;Duplex Steel;Wastewater Treatment;419000000;13;3,9;12
WL-0519;Wilo-Drain TMC 600/80-90;Sewage Pump;Drain TMC;600;80;90;Stainless Steel 304;Mining;390500000;11;4,4;12
WL-0520;Wilo-Drain TMC 515/115-75;Sewage Pump;Drain TMC;515;115;75;Stainless Steel 304;Mining;299800000;9;3,9;24
WL-0521;Wilo-Drain TMC 600/170-90;Sewage Pump;Drain TMC;600;170;90;Cast Iron;Mining;324100000;4;3,8;6
WL-0522;Wilo-Drain TMC 525/160-75;Sewage Pump;Drain TMC;525;160;75;Stainless Steel 304;Wastewater Treatment;324000000;28;3,8;24
WL-0523;Wilo-Drain TMC 600/45-90;Sewage Pump;Drain TMC;600;45;90;Cast Iron;Mining;272300000;27;5;18
WL-0524;Wilo-Drain TMC 600/150-90;Sewage Pump;Drain TMC;600;150;90;Duplex Steel;Wastewater Treatment;475300000;7;4,4;12
WL-0525;Wilo-Drain TMC 600/30-90;Sewage Pump;Drain TMC;600;30;90;Stainless Steel 304;Wastewater Treatment;337300000;16;4;18
WL-0526;Wilo-Drain TMC 390/140-55;Sewage Pump;Drain TMC;390;140;55;Stainless Steel 304;Mining;225000000;3;4,9;24
WL-0527;Wilo-Drain TMC 510/20-75;Sewage Pump;Drain TMC;510;20;75;Duplex Steel;Wastewater Treatment;363000000;8;4,2;12
WL-0528;Wilo-VeroLine-IP 285/135-45;End Suction;VeroLine-IP;285;135;45;Bronze Fitted;Agriculture;132000000;2;4,1;6
WL-0529;Wilo-VeroLine-IP 600/225-75;End Suction;VeroLine-IP;600;225;75;Stainless Steel 304;Agriculture;231900000;20;3,6;24
WL-0530;Wilo-VeroLine-IP 600/160-90;End Suction;VeroLine-IP;600;160;90;Stainless Steel 304;Manufacturing;247600000;28;3,8;6
WL-0531;Wilo-VeroLine-IP 600/155-90;End Suction;VeroLine-IP;600;155;90;Stainless Steel 304;Manufacturing;256900000;29;4,3;18
WL-0532;Wilo-VeroLine-IP 600/50-90;End Suction;VeroLine-IP;600;50;90;Bronze Fitted;Agriculture;245100000;25;4;24
WL-0533;Wilo-VeroLine-IP 600/85-90;End Suction;VeroLine-IP;600;85;90;Stainless Steel 304;Manufacturing;241100000;13;3,8;6
WL-0534;Wilo-VeroLine-IP 600/50-110;End Suction;VeroLine-IP;600;50;110;Bronze Fitted;Manufacturing;312000000;12;4,6;18
WL-0535;Wilo-VeroLine-IP 600/205-90;End Suction;VeroLine-IP;600;205;90;Cast Iron;Agriculture;210600000;17;4,4;24
WL-0536;Wilo-VeroLine-IP 165/85-22;End Suction;VeroLine-IP;165;85;22;Bronze Fitted;Agriculture;68600000;27;4,8;6
WL-0537;Wilo-VeroLine-IP 470/95-75;End Suction;VeroLine-IP;470;95;75;Cast Iron;Manufacturing;168700000;13;4,1;18
WL-0538;Wilo-VeroLine-IP 600/155-90;End Suction;VeroLine-IP;600;155;90;Stainless Steel 304;Agriculture;229800000;25;4,3;12
WL-0539;Wilo-CronoBloc-BL 550/110-90;End Suction;CronoBloc-BL;550;110;90;Cast Iron;Agriculture;183400000;17;4,1;6
WL-0540;Wilo-CronoBloc-BL 380/55-55;End Suction;CronoBloc-BL;380;55;55;Cast Iron;Manufacturing;106500000;5;3,8;18
WL-0541;Wilo-CronoBloc-BL 550/15-90;End Suction;CronoBloc-BL;550;15;90;Stainless Steel 304;Agriculture;242500000;5;4,7;12
WL-0542;Wilo-CronoBloc-BL 600/225-90;End Suction;CronoBloc-BL;600;225;90;Stainless Steel 304;Agriculture;235700000;6;4,8;24
WL-0543;Wilo-CronoBloc-BL 600/185-90;End Suction;CronoBloc-BL;600;185;90;Bronze Fitted;Agriculture;290600000;19;4,6;18
WL-0544;Wilo-CronoBloc-BL 360/100-55;End Suction;CronoBloc-BL;360;100;55;Bronze Fitted;Agriculture;173300000;23;4,8;18
WL-0545;Wilo-CronoBloc-BL 600/70-90;End Suction;CronoBloc-BL;600;70;90;Stainless Steel 304;Manufacturing;263500000;12;4,5;18
WL-0546;Wilo-CronoBloc-BL 600/185-90;End Suction;CronoBloc-BL;600;185;90;Bronze Fitted;Manufacturing;278300000;14;4,4;18
WL-0547;Wilo-CronoBloc-BL 390/120-75;End Suction;CronoBloc-BL;390;120;75;Bronze Fitted;Manufacturing;201600000;20;4,2;24
WL-0548;Wilo-CronoBloc-BL 540/35-75;End Suction;CronoBloc-BL;540;35;75;Stainless Steel 304;Manufacturing;202300000;24;4,1;6
WL-0549;Wilo-CronoBloc-BL 600/150-90;End Suction;CronoBloc-BL;600;150;90;Bronze Fitted;Agriculture;287800000;6;4,8;24
WL-0550;Wilo-NL 600/135-90;End Suction;NL;600;135;90;Cast Iron;Manufacturing;183000000;2;3,9;6
WL-0551;Wilo-NL 600/130-90;End Suction;NL;600;130;90;Cast Iron;Manufacturing;179900000;15;4;18
WL-0552;Wilo-NL 400/140-55;End Suction;NL;400;140;55;Stainless Steel 304;Manufacturing;167000000;14;4,5;12
WL-0553;Wilo-NL 600/135-90;End Suction;NL;600;135;90;Stainless Steel 304;Agriculture;229100000;28;4,5;6
WL-0554;Wilo-NL 420/185-55;End Suction;NL;420;185;55;Bronze Fitted;Manufacturing;172500000;17;4,3;12
WL-0555;Wilo-NL 600/15-90;End Suction;NL;600;15;90;Bronze Fitted;Agriculture;247700000;22;4,2;24
WL-0556;Wilo-NL 600/80-90;End Suction;NL;600;80;90;Bronze Fitted;Agriculture;267400000;11;4,5;12
WL-0557;Wilo-NL 600/135-90;End Suction;NL;600;135;90;Stainless Steel 304;Agriculture;225900000;18;4,2;18
WL-0558;Wilo-NL 600/60-75;End Suction;NL;600;60;75;Bronze Fitted;Agriculture;238300000;20;4,5;24
WL-0559;Wilo-NL 600/175-90;End Suction;NL;600;175;90;Cast Iron;Manufacturing;197400000;9;4,7;18
WL-0560;Wilo-NL 600/115-90;End Suction;NL;600;115;90;Cast Iron;Agriculture;209300000;25;4,9;18
WL-0561;Wilo-VeroTwin-DP 600/190-90;End Suction;VeroTwin-DP;600;190;90;Bronze Fitted;Manufacturing;259600000;23;4,8;24
WL-0562;Wilo-VeroTwin-DP 600/105-90;End Suction;VeroTwin-DP;600;105;90;Stainless Steel 304;Agriculture;248300000;12;4,5;18
WL-0563;Wilo-VeroTwin-DP 600/150-90;End Suction;VeroTwin-DP;600;150;90;Stainless Steel 304;Manufacturing;248800000;19;4,3;24
WL-0564;Wilo-VeroTwin-DP 600/170-90;End Suction;VeroTwin-DP;600;170;90;Stainless Steel 304;Agriculture;236100000;25;4,2;12
WL-0565;Wilo-VeroTwin-DP 600/100-90;End Suction;VeroTwin-DP;600;100;90;Stainless Steel 304;Manufacturing;235400000;10;4,8;6
WL-0566;Wilo-VeroTwin-DP 600/35-90;End Suction;VeroTwin-DP;600;35;90;Stainless Steel 304;Agriculture;250200000;21;4,4;18
WL-0567;Wilo-VeroTwin-DP 600/65-90;End Suction;VeroTwin-DP;600;65;90;Bronze Fitted;Agriculture;236700000;7;4,4;12
WL-0568;Wilo-VeroTwin-DP 600/175-90;End Suction;VeroTwin-DP;600;175;90;Bronze Fitted;Agriculture;289500000;30;4,5;18
